Id,SalePrice
2658,120494.01789848237
2718,145830.33869484212
2414,196650.06103162983
1989,110412.64414746083
625,166304.01570278578
333,97187.74061162319
1327,108918.58143381211
858,145043.23382114066
95,180929.32158917843
1568,156899.79933978542
2482,151998.5969526459
1364,123625.47187507624
2584,137235.6010863364
818,238690.88311241043
2673,151379.3491974724
2089,119800.5882962764
1297,133515.7515818376
790,114855.05539908333
2616,175032.5713723321
720,164970.95007732155
222,150730.37329920632
557,136833.50672623704
1148,176898.36603794363
2766,152980.3907086223
534,168498.2576604127
1452,116009.74633333547
630,122007.09500940073
2648,122320.17033533184
125,160083.619711584
1904,73210.2517515888
1670,104889.53775851501
756,94238.35260784975
717,195457.5143230893
1032,153281.60708597212
852,202476.96148402232
1731,166359.18438979358
2639,115320.66693457085
2071,87984.88361145392
1267,122326.1186526237
1851,197356.607013183
567,167686.43361973914
2439,191043.50274319312
1898,141964.31570081649
647,158029.32744511127
2256,200325.63376550467
979,103747.6966497343
1444,204607.1823996587
2485,122221.53027153166
157,134314.01875512674
88,128360.25919326881
2003,110382.30135602747
186,173998.44112428027
1425,213415.37411723213
2695,132874.4553870088
738,116434.1157803307
395,147093.26487551365
1353,159310.12614094387
1878,135205.62488095695
390,149207.48998668147
1456,224854.72818273702
1103,270235.26703373104
1387,121583.19253206078
2070,137032.9965474265
1199,154968.32674947177
2479,175022.034368283
501,272282.4569031311
2362,93005.01590592536
1718,199501.8746838415
2188,95175.04434426932
1483,158754.63789438593
2557,105315.59843996534
437,303796.3925908102
2224,194275.61817240773
1628,155345.369708338
397,136561.16244129452
587,172242.73724763948
971,132804.50321618823
2611,144471.89838155205
1887,103927.26073509229
2399,291601.7899143168
2148,185713.81372599004
304,124801.99054730502
1997,137627.9133923152
2817,106482.50919963967
1431,193993.43429663187
427,277670.47999699146
263,120507.00306011067
598,163939.06511287228
2895,199740.87645315044
687,119124.60106332404
1822,140059.15753588825
2191,102383.76975323132
179,127615.41242401164
1009,196873.62501631997
2010,137168.69677545052
1991,138957.74479671396
1411,177450.9923775414
1721,214367.32706116396
1144,190896.4609742621
593,202009.03241605486
575,270208.35310327227
1249,156469.56344217472
1604,130726.85990899196
1064,358422.2213077361
1923,144915.69383263137
1988,113774.05285145226
2325,166654.77199637506
114,184197.9824562987
2700,142694.09512271924
217,114658.797202925
343,158994.71386937328
386,210224.08773672662
2005,114298.33915790825
2908,141717.73153756183
1814,218145.63238578863
2446,337954.4841955035
208,117608.65252322674
1679,110274.64563961307
822,261338.9168158177
6,189103.11898648058
1781,305558.8156613809
2397,252240.7653705976
2340,248485.31333828322
1618,171194.16625917188
2843,121727.45888886348
1061,303642.01200538536
2786,122431.51981048784
1935,137574.4346242121
1341,126436.30038230495
521,239742.35752519505
2136,140517.5819175668
996,195333.32216400656
227,148824.1428132496
135,168337.4132141606
1167,170559.52509247058
294,210285.90437479544
1776,194041.04369716806
540,152536.08596818836
1717,199288.86590310535
2303,130704.95222517173
116,171722.34707150015
127,148595.49891221832
1371,132500.02663899088
1014,135957.36243329605
1507,103956.41163626777
702,112372.09384469636
750,144644.7786109616
261,147275.08554187923
1559,73737.84500206888
577,205030.2082859719
2812,184811.67311893593
2080,143741.53876221398
1368,122977.94615250624
2376,128731.961279215
659,116860.894355723
1235,136795.64718239248
332,89309.13624327834
1917,148439.4322850802
2094,219650.14541175516
1460,227297.2243772301
1471,206364.64627595528
1509,112812.1897680963
1922,134342.702150802
433,350099.4667851723
460,220984.63021109483
1116,231530.87840343945
1137,154984.00086932894
53,169868.95559395113
2354,239615.55785367364
1475,184936.31494269433
1761,376526.887436553
842,140597.85624458277
2739,171313.19469808592
2509,161266.50121372746
1007,188353.53541591569
2610,170293.9685776173
1952,97121.32472092671
2719,145404.20286921258
2921,90836.42765103659
1966,143273.09049784808
292,120147.39140596919
1204,171388.51736886954
1829,243238.8085703729
2419,177689.1594846327
391,145224.80268420334
798,100742.10955058507
481,195998.38896105997
193,173425.9719361519
555,121471.89874706452
899,32151.51083752408
2357,184234.3703432079
328,148421.95644759553
1356,116109.04422694645
1154,112542.802226787
1730,173807.41945227992
2249,161541.46072747995
1119,258724.13738371356
2856,141048.0361181428
1394,134154.2024261982
2587,110297.15480086906
61,279494.69224597653
2661,161262.4935103085
2711,139096.4433149364
1147,161081.8678286267
757,140498.04527894582
2623,104017.37255309254
2378,127577.62100201478
1413,136841.63053426263
1722,206030.67416831426
1112,220685.63019100716
1623,183339.05378477275
1201,176926.37321531505
1513,121285.38059974248
957,291188.801553759
1171,233277.30547395663
1145,190344.86232298403
2726,193874.97058645397
703,140740.75976478867
760,106876.27101002203
1964,154701.44203355143
2512,182486.45776268185
159,127360.51195839778
1281,154630.4352668198
468,181180.07789295315
290,122683.91123617777
665,101720.14372996111
1463,218609.8999331348
1792,221846.84895979898
923,160105.24911546454
500,238688.4061564334
1408,154239.58377004205
331,97869.66338998333
170,126390.27223947857
2192,96682.24690855829
2571,216604.37700320876
2314,168950.0755459656
2647,97972.73057960061
422,328954.55177044735
2457,299342.0565823986
1838,191509.71956246332
2805,208982.65437485054
1645,151829.64247804377
1711,263574.8584468359
2825,209767.7107123012
322,267169.3031452061
2103,217583.32790032623
342,122240.73470760533
600,132078.57236499403
488,172321.84932533596
1725,241371.25333952234
2246,256528.0482036663
2847,152299.1797456726
806,213969.67577714787
530,224789.78601311464
963,183337.16318938212
2678,96781.21506887584
171,99912.63625016455
2401,330001.21142991644
805,211641.66972773444
2259,195780.41161945762
1748,182379.36012253517
1361,134489.42048881378
1677,110061.38115551067
1406,145229.18580209432
2322,207451.2743845828
688,144468.66755836326
143,136838.82346404425
804,191699.00016726172
1214,158232.04707808886
2828,141966.63325305528
1999,167431.5833518617
2467,198667.8119797684
2665,154199.16683797076
1538,268344.46731078473
398,117893.91848915673
2822,132535.34432159914
2157,152217.3880908569
1856,192030.3748276936
1269,99400.88374990821
2570,114171.31833515607
2320,213632.3276397387
1517,125351.13732975986
2304,137838.3012832695
1312,104114.75228352715
2012,138573.90595324914
506,224662.95910179266
2865,187089.25531073427
2367,98815.63012880925
554,86818.13566267007
238,124874.01531982253
1954,115647.02185187163
2488,113771.1295643544
2291,83216.58072464951
1969,111239.19216629706
2725,160192.48198228193
1482,154833.39721503295
2763,182575.92760987752
503,240840.6626044405
1584,223412.4047404214
1531,145513.98344051797
2210,148719.43983897017
459,261692.00515411064
556,121874.75631657476
1347,132567.22051638085
1290,84502.61838907261
1388,104112.6712468118
1571,216495.96897928353
2754,182753.8846943693
765,127136.74295477837
2494,124874.00822271618
2870,226612.48050038092
7,207335.07657771022
1114,237074.71510472178
2418,229397.68571235845
291,110921.81051037749
18,267720.20108665107
39,296383.6248100132
1001,227168.97442024673
2442,202297.14741516486
616,128062.81400472869
2680,86429.27906712687
1414,120559.43037122834
289,151008.72423097873
40,229757.8805055204
860,127901.455960477
409,120463.13557653729
673,143660.1852883497
2427,173252.10133388883
2036,190252.7445301351
2564,138386.20619741897
642,139334.60600773175
1008,168820.12626953644
1908,118805.25679592034
2519,193337.32743872647
1369,83255.8760982437
2855,162137.23184234608
712,102376.89370210694
1943,120905.94253463155
1958,121167.70022570447
107,168347.05438871926
2295,179718.46231138805
704,107725.55999464169
676,142067.11672608042
259,183057.36646291552
93,256939.22523431125
106,234126.9956542735
2315,169024.119632294
1050,108134.0784380852
1095,197548.41180889358
2709,145909.07384345992
758,138947.242284959
1496,142033.50044553002
2370,117907.13891971958
2458,236685.8697391835
2733,130394.09138794796
161,212006.40823206844
726,157999.63050814945
845,195720.7329216206
947,233365.35308623535
2232,115914.91455346474
2563,131672.8849202771
2299,124926.64447132888
211,67350.82878497723
605,149287.79539378558
1478,177777.14951100308
2247,251890.1357935632
2274,206345.6628042263
2869,194114.4875884218
967,202520.60250208288
2656,127958.49789206416
667,175057.42451825112
1042,103658.49138239595
2023,155420.06121952104
2447,294694.9609533175
2055,128442.5949332702
2275,243845.46762450231
2204,178608.23524889202
1563,254515.04871409084
483,210226.20282995258
796,133699.3062693997
1526,163047.04302388648
2042,113558.15377385943
442,280708.0093046753
1693,268314.74475334573
1468,209399.75472085667
1430,164197.90483292058
2605,121060.39250909639
1529,193167.25646278067
335,140052.6510750392
1287,115750.20843422289
31,95117.84435742817
1785,287287.2248352454
82,158705.53838954814
2620,124804.88188401965
252,178196.47077412053
721,70528.78551780368
2165,173616.6013474688
2316,179882.85008830193
775,136940.2008576062
1558,100254.4517949482
17,191258.93521249155
1022,200254.11494183345
925,136109.01740931135
438,241191.37538808899
1270,143466.2557362316
1272,134169.373804428
215,119200.8647161957
266,208896.46844987178
2402,256553.3306153707
1250,122500.49079040541
1984,117549.19580178699
1279,139764.6094231317
377,210884.9272422386
1252,111101.32074759016
2156,229779.4883904431
499,269725.17731731123
1374,133677.93685296882
2898,220603.0966740584
401,101351.55331140707
2721,156954.58156381344
2078,204393.59660540803
2589,128759.05137789587
1946,214268.18012855927
1334,114751.72447780073
2781,206083.22791390322
431,309529.8442415695
576,194530.06018011228
1474,202016.18602871828
2254,149920.3723837108
2155,242529.86462519178
885,100751.26320775403
643,140749.3942768685
1944,130792.54230497849
480,183685.38641043555
2845,104896.4179356749
2387,266085.3663569451
2407,194713.1088783794
2527,164471.2347199141
2514,156252.43925494433
629,129546.35387998055
80,171121.26546350753
1876,141021.62681643796
1546,121628.41395601394
2518,178472.53681429732
2347,147824.65304065082
783,193805.28554656694
1322,79673.63127647585
194,95552.02429045037
1770,263089.1254463444
2143,141045.1829016427
1229,202399.13407950074
511,257778.71501938323
46,211849.10655496735
1348,132410.89897164516
2465,197103.935056452
387,228625.4511845995
873,209954.04539740272
1918,126461.60848133241
2764,210261.18386592995
2184,115528.72387251616
934,143885.8426640928
1920,126980.65020485064
2631,143619.4536865748
1768,367205.0796278809
2040,119522.9560370007
1749,195504.24899861708
834,224672.060317486
1457,207133.38154280663
79,113519.88655324047
2302,129182.53177582577
1817,135859.55704081315
2755,212378.66495794916
359,175322.90863782875
2059,108331.2848356106
2092,207378.50589344653
2516,221788.31940929306
150,107358.52614743858
1656,134658.39672910483
83,97414.7382531916
2411,176190.6291421805
795,64855.305731214874
2312,194413.4009424569
2917,121755.65238573715
1624,165912.73301251823
2215,244242.12046688376
1211,138644.69407730826
1485,164842.86846892448
1024,169508.7248876021
570,203624.38312833683
2874,144193.2886390786
700,133048.85582521226
2756,184171.87180407663
2022,165648.900736919
583,194495.08636047284
2392,294470.1521681112
2424,176019.42284777452
212,104001.70852598842
736,136288.65974426948
1610,164962.16750917904
890,120328.55629475601
467,179391.66377493314
578,192901.59963923175
1747,189408.5910303533
1149,153588.01198450624
2758,221590.21777136036
857,143145.11574210096
2219,232152.81356931836
733,100458.2233240173
2909,116669.28537736245
1798,241694.10481194398
235,121734.09357157914
2366,122385.10613403551
1027,129265.13034954201
1195,134775.72942847744
1303,63481.76423121228
148,171888.69256472675
608,148199.7145252666
2515,215318.7990225632
821,228088.39719666465
2500,228290.54041051999
745,117288.04576171194
741,132666.63084857826
1611,147131.39648876304
2532,136063.19395799204
1081,221804.70980785933
1692,328774.63203408825
2520,179884.09895035796
276,95763.74891044316
1992,132334.62199072714
663,63137.01973502261
418,119163.79625777798
1733,190071.07142613543
2359,145283.52472000985
253,180415.39919624355
1518,152082.19317258018
2035,150095.9781672884
2919,89564.26734968479
1540,226602.95628518905
2120,150637.27029540547
1674,161078.92705731356
256,147421.23407198893
2361,127002.81390450151
978,100800.83086305602
2280,142587.53102581552
2095,198356.6767192771
1709,283002.04581173556
2801,217500.79419468273
1246,117300.69118985544
2373,106042.25469361576
1055,256964.77348943637
2017,133142.03702246153
1099,223236.19884416315
1344,91157.95209590932
835,179757.82303075498
1117,201223.7393182793
2043,97363.69339914845
2085,126111.28299292897
410,125377.50980024243
2650,112723.79191905251
2867,178474.87643664624
1668,109514.03789101094
1161,169919.7014747817
2122,176642.83465498095
2539,152806.62305511054
1047,132994.81807171158
1445,121760.29984159526
541,128877.37144399236
569,208907.98431634798
1276,116694.41686008472
918,165063.68228855374
326,166488.7889856435
1936,130483.9029058899
895,93869.5782361779
257,149509.0737691112
1241,155835.60493534664
1545,120520.98880698714
1189,177211.4963116038
270,150084.55117723395
2066,166297.88655119634
693,114683.87976044681
1259,152619.34081770794
2916,149058.77720779227
2321,253159.89041653983
1977,93913.56882438823
1895,143819.89955652924
1240,167647.0551775856
85,142527.64601952015
1823,127639.84040092374
825,241327.2737538863
110,224768.20116757756
697,120614.87061130037
2297,127034.85447737073
1231,131183.34391038527
1355,137161.53146245162
968,273365.677888184
584,194448.46039971884
1315,136670.66968309486
1606,147276.76041915265
206,88820.9434685751
1685,282819.5481113922
2016,141230.98990235457
869,189255.66392216564
2135,117680.3397190935
2346,174619.85761955264
2430,214710.4332271062
2198,113360.16353727755
2652,121786.2669525727
27,116623.78329221075
241,156763.7849338292
906,136243.4797521262
1506,118876.47901444048
2098,283830.3770070941
1435,206153.8238365833
2213,152956.01079314164
1274,125538.59297010147
743,45374.483846018455
1737,181412.47966165387
2797,243476.7494483681
2185,49575.58586232383
58,167411.0482459641
830,191846.7617743741
808,104802.32007823302
680,140298.3350161009
1153,96636.43356291809
1291,135751.61113715958
1818,124056.40770824722
2161,176580.89044372307
1883,120503.12633784105
350,275250.72552588093
2473,136076.41919975958
295,167896.16610341173
293,169206.97969792457
859,125295.8007123314
288,58603.59405564038
1578,158237.64042991234
102,181848.11205384045
2831,136695.30991186132
1030,150026.56931447706
2551,145789.43323438335
1286,150791.83087695146
958,262433.935608854
776,123134.00760297899
72,235204.2479467615
2263,226483.66355198208
1866,139520.5297794264
2876,78858.08813701515
2146,214763.29875183036
103,172126.42496734508
1500,141877.38932358104
492,176788.95137076938
167,138419.8593716048
2597,119273.0568999018
2685,120275.6555540676
1035,142456.43665766058
1220,76358.74073233637
2602,141194.16711308123
2159,194736.3552046954
695,123888.12112297842
1109,242728.05887826957
640,164930.51837515028
1652,141507.45825681387
2090,178595.40670294972
1188,169226.65179872926
2345,209253.69496575597
1059,322463.2662778903
2751,216701.7672630091
128,176476.4649777773
1523,177062.9895731531
2925,169073.66574191325
2145,255772.96079186862
1121,211629.71036463405
566,229205.2950717567
565,235142.70636816364
1331,137886.93930659618
2928,132484.76875827907
156,139731.59896788924
797,132899.29631761633
327,102159.8184369877
2859,145985.11368598914
1453,118773.0026337347
1762,289103.7423509813
1868,188315.48799283773
1760,171371.09448134358
1113,234696.3845437443
1812,189455.69536068887
117,153867.1114407813
1142,196925.0779506155
2342,309611.2851104069
927,153896.33574898157
2478,174655.25658596426
655,96517.54149932436
2064,125624.3570516753
369,232804.51310815773
2239,125132.53713155523
2732,211550.96100170916
1653,151763.83516886813
959,193626.5536767324
2395,291755.73575265857
1412,106893.38248978216
271,224235.773613828
1484,154011.95913744406
1497,158258.14385880463
552,131320.2554805215
2,117552.22251233627
1855,260774.41282730782
4,231508.4136777069
2292,152322.2101669727
134,134862.95299802817
646,104815.38339076753
42,258297.5765703794
532,218235.3380827444
713,86758.1569207998
2561,134505.5043959163
2360,131753.0696484364
1333,133693.5783231707
1407,201082.02399433005
2892,260514.88909850875
574,208496.9817961839
1227,176761.5404925298
2591,196695.73879762666
1476,201523.43886847477
1125,229042.52085190814
1446,145233.51609775116
408,124196.11319740371
1101,256881.27704005246
2251,201805.3394073345
373,168795.33096341477
2554,128715.82541287458
2382,238051.23096161944
1985,90783.53719733722
519,227796.16655802092
1093,177801.0436940769
864,215330.87080622418
2889,144600.67990518422
2308,177442.63303279746
986,176368.13519258142
1302,142519.93685826458
585,152408.54230964638
2708,151098.38271847146
147,131758.94738520432
1441,205846.8645543364
383,181141.04755284032
285,131309.4285563663
181,106556.60469007763
358,184880.7773651074
780,164812.64804461226
258,179810.7482993191
1865,192411.18221954623
692,114465.70366879001
2902,273113.5412972376
508,231296.2361948521
2638,133655.41695913617
36,127950.88919676073
611,155313.9490020167
2281,147445.28864923347
1678,121623.49555722688
1696,331241.17206360656
1557,87415.04673698993
2180,161585.6217255857
1726,210245.77385581512
951,142935.26158090882
267,203092.0451800743
2706,139840.51630379068
2221,247545.8366186826
1357,163067.42130465872
2901,262970.81231539854
347,168688.7733670337
2164,182611.1303571909
1586,271308.32182211673
360,153391.6215770743
