Id,SalePrice
2658,136267.99604186043
2718,154999.1987018492
2414,206464.65015751496
1989,110715.73991890065
625,171920.03480156139
333,72532.25185211189
1327,108178.85365591943
858,150211.15027987026
95,179611.793567881
1568,166049.30258702673
2482,147022.4937952403
1364,127877.15629987605
2584,142477.99140168726
818,269805.23433326185
2673,163227.17893307284
2089,110249.19206297211
1297,141165.98230505362
790,112585.93269593455
2616,190139.66360590234
720,176362.06270629726
222,153649.1864703633
557,135141.4610297419
1148,181777.00161485747
2766,169162.31637829728
534,177297.4660808388
1452,113462.85640074313
630,113773.96602704935
2648,114578.46778322943
125,160897.47955745645
1904,37122.72652275115
1670,103906.83796413057
756,102181.79125493765
717,208999.16860354878
1032,160397.3400459811
852,207932.1726388242
1731,170639.7190983072
2639,112296.18058294244
2071,73567.2741751764
1267,118303.01580182463
1851,200221.2914972473
567,157126.4309386853
2439,200091.2777888067
1898,145245.5823821053
647,167050.59328782186
2256,201416.1537450943
979,49011.31892775744
1444,212988.83038521372
2485,117774.00299317576
157,133205.88875058107
88,129781.79918962158
2003,111758.71420036629
186,191995.1115417052
1425,225908.02077156864
2695,139345.30900146812
738,103047.48323329724
395,151422.55424097553
1353,166521.38939088956
1878,145263.841358928
390,157625.87159681506
1456,238719.28530365415
1103,309699.55197196826
1387,129282.45960479602
2070,136267.41117170453
1199,165782.6462251786
2479,175270.79355437122
501,298839.84719750285
2362,78567.42481363937
1718,191716.19268361107
2188,68147.83026607707
1483,149313.37566301413
2557,90309.43227853999
437,353357.0643184483
2224,224433.6904737819
1628,159392.20997726917
397,141482.6914887745
587,186740.4397818111
971,142276.38419621624
2611,144086.4775166586
1887,96094.04096162692
2399,334507.71844851784
2148,191648.90925098024
304,115268.49945088103
1997,130512.9842566885
2817,100918.29352609627
1431,202147.7061657887
427,312085.31590537913
263,118681.1505654566
598,172095.0289608799
2895,231397.27496774495
687,118593.6848973278
1822,139632.07274643704
2191,88432.61699781753
179,146480.29343340732
1009,201500.13562454283
2010,134073.29122210853
1991,144062.2110540755
1411,188886.97743581235
1721,201323.1246339865
1144,196365.16296447255
593,212204.10349466652
575,320102.8832528461
1249,169716.30146305263
1604,127946.03486241214
1064,425315.27843776345
1923,153961.29108976386
1988,104413.40098050982
2325,168358.66929352656
114,203288.9514206089
2700,161605.63243790157
217,107623.71427424438
343,169909.09488772787
386,183247.5303171575
2005,109139.35601481982
2908,140328.35298463143
1814,240466.6990137305
2446,424928.49950055033
208,106037.20294597186
1679,95346.99006172083
822,284284.2493299432
6,195261.54272532836
1781,344652.49059002846
2397,273857.6152918823
2340,276375.70447794534
1618,178783.06414208934
2843,123201.44718852453
1061,344152.32723966613
2786,117858.54528317787
1935,140458.51313972287
1341,110871.79712370597
521,255899.49006775953
2136,135921.53953487054
996,204412.1664037183
227,154871.84124806523
135,178995.61158246547
1167,148591.42854196578
294,230986.35950436816
1776,206136.46543083154
540,162418.1579263769
1717,190216.81844986975
2303,133543.63783499226
116,181676.2504100222
127,148393.29383535124
1371,138627.943254143
1014,157963.21679197624
1507,83478.34156776033
702,111434.53149946779
750,153135.68806038052
261,151081.82332954183
1559,38822.928041897714
577,232867.43170718662
2812,194412.55224245787
2080,160408.12943394296
1368,103747.70353600383
2376,124825.70742177032
659,106818.73340125754
1235,141245.7616963368
332,50856.09075045958
1917,156291.08143544756
2094,241453.968974879
1460,246483.33860296197
1471,222197.49804278277
1509,113243.65368066542
1922,134861.81501534395
433,453586.4622267112
460,231791.64638264664
1116,246087.50893084146
1137,168659.10454264656
53,158147.53354255855
2354,264251.22045053355
1475,191354.66336146742
1761,481300.61975534447
842,141084.8585554827
2739,179465.8926025126
2509,133084.63071585633
1007,200063.5420467928
2610,188875.9970339667
1952,86802.8449438233
2719,153204.85976581275
2921,62172.84051986411
1966,147549.57129338197
292,108252.10026302934
1204,178518.62042548507
1829,273434.04964781366
2419,179963.0416747909
391,145834.7166746389
798,101036.55918180384
481,198787.84712150693
193,188475.6961928215
555,114815.83109296113
899,25566.832251328975
2357,186005.6316306498
328,108914.86104019731
1356,117905.3645951692
